"","age","working_sector","financial_weight","qualification","years_of_education","tax_paid","loan_taken","marital_status","occupation","relationship","ethnicity","gender","gain","loss","working_hours","country","target"
"31000",37,"Employed",103121," Bachelors",13,5268.9359802753,"0","Married","managerial"," Wife"," White"," Female",0,1848,40," United-States","1"
"31001",34,"Employed",111589," 10th",6,8982.3604514822,"0","Un_married","other"," Unmarried"," Black"," Female",0,0,40," Jamaica","0"
"31002",46,"Gov",267952," Assoc-voc",11,5639.2249511555,"0","Un_married","managerial"," Not-in-family"," White"," Female",0,0,36," United-States","0"
"31003",21,"Employed",63899," 11th",7,7461.5867389366,"0","Un_married","clerical"," Other-relative"," White"," Female",0,0,40," United-States","0"
"31004",26,"Employed",473625," HS-grad",9,8580.5100649595,"0","Married","other"," Wife"," White"," Female",0,0,30," United-States","0"
"31005",45,"Employed",187901," HS-grad",9,6305.1283853129,"0","Un_married","farming"," Not-in-family"," White"," Male",0,2258,44," United-States","1"
"31006",17,"Employed",24090," HS-grad",9,7396.0970873013,"0","Un_married","managerial"," Own-child"," White"," Female",0,0,35," United-States","0"
"31007",36,"Employed",102729," Assoc-acdm",12,6562.4374477193,"1","Married","specialty"," Husband"," White"," Male",0,0,70," United-States","0"
"31008",33,"Employed",91666," 12th",8,5236.0037444159,"0","Un_married","managerial"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"31009",27,"Employed",215873," HS-grad",9,7565.1231128722,"0","Un_married","inspector"," Own-child"," Black"," Male",0,0,40," United-States","0"
"31010",32,"Employed",152109," HS-grad",9,5506.0841608793,"0","Married","repair"," Husband"," White"," Male",0,0,48," United-States","0"
"31011",24,"Employed",175586," HS-grad",9,5894.2892961204,"0","Un_married","inspector"," Unmarried"," Black"," Female",0,0,40," United-States","0"
"31012",37,"Employed",232614," HS-grad",9,6665.7653003931,"0","Un_married","other"," Unmarried"," Black"," Female",0,0,30," United-States","0"
"31013",53,"Gov",229465," Doctorate",16,7039.3301481381,"0","Married","specialty"," Husband"," White"," Male",0,0,50," United-States","1"
"31014",44,"Employed",147110," Some-college",10,8857.4943384156,"0","Un_married","clerical"," Own-child"," White"," Male",14344,0,40," United-States","1"
"31015",43,"Gov",161240," HS-grad",9,5270.6524720416,"0","Married","guard"," Husband"," White"," Male",0,0,45," United-States","1"
"31016",29,"Employed",358124," HS-grad",9,5986.4739570767,"0","Un_married","other"," Other-relative"," Black"," Female",0,0,52," United-States","0"
"31017",47,"Employed",222529," Bachelors",13,7331.3509132713,"0","Married","farming"," Husband"," White"," Male",0,0,65," United-States","0"
"31018",37,"Employed",338320," Masters",14,5488.5324630886,"0","Un_married","managerial"," Not-in-family"," White"," Male",0,0,60," United-States","0"
"31019",43,"Employed",62026," Prof-school",15,7524.4842311367,"0","Married","managerial"," Husband"," White"," Male",99999,0,40," United-States","1"
"31020",23,"Employed",263886," Some-college",10,6817.0274756849,"0","Un_married","sales"," Not-in-family"," Black"," Female",0,0,20," United-States","0"
"31021",50,"Employed",310774," Bachelors",13,6204.2159372941,"0","Married","sales"," Husband"," White"," Male",0,0,35," United-States","0"
"31022",25,"Employed",98155," Some-college",10,6673.3482126147,"0","Un_married","specialty"," Own-child"," White"," Male",0,0,40," United-States","0"
"31023",40,"Employed",259307," Some-college",10,5306.7925963551,"0","Un_married","managerial"," Not-in-family"," White"," Male",0,0,50," United-States","0"
"31024",39,"Employed",358753," Assoc-voc",11,6567.1264380217,"0","Married","repair"," Husband"," White"," Male",7688,0,40," United-States","1"
"31025",41,"Employed",29762," HS-grad",9,8437.5433223322,"0","Married","repair"," Husband"," White"," Male",0,0,52," United-States","1"
"31026",32,"Employed",202729," HS-grad",9,7847.3913725466,"0","Married","transport"," Own-child"," White"," Male",0,0,40," United-States","0"
"31027",19,"Employed",28790," Some-college",10,6824.5693305507,"0","Un_married","other"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"31028",26,"Employed",53209," HS-grad",9,7393.3232873678,"0","Un_married","other"," Own-child"," White"," Male",0,0,40," United-States","0"
"31029",30,"Gov",169020," Bachelors",13,5471.5533014387,"0","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","0"
"31030",34,"Employed",127195," Some-college",10,6683.117008768,"0","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","0"
"31031",45,"Employed",259463," Assoc-voc",11,8773.0487817898,"0","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","1"
"31032",22,"Employed",228411," Some-college",10,5533.681826666,"0","Un_married","managerial"," Not-in-family"," White"," Male",0,0,35," United-States","0"
"31033",25,"Employed",117827," Some-college",10,7518.6162665486,"0","Married","clerical"," Husband"," White"," Male",0,0,40," United-States","0"
"31034",22,"Gov",57216," Some-college",10,7783.518425189,"0","Un_married","clerical"," Own-child"," Black"," Male",0,0,20," United-States","0"
"31035",46,"Gov",250821," Prof-school",15,8588.668320328,"0","Married","managerial"," Husband"," White"," Male",15024,0,40," United-States","1"
"31036",48,"Employed",88564," Some-college",10,7567.4221040681,"0","Un_married","farming"," Not-in-family"," White"," Male",0,0,45," United-States","0"
"31037",45,"Employed",172822," HS-grad",9,5330.6212192401,"0","Married","inspector"," Husband"," White"," Male",0,0,52," United-States","1"
"31038",19,"Employed",251579," Some-college",10,8503.929739818,"0","Un_married","other"," Own-child"," White"," Male",0,0,14," United-States","0"
"31039",31,"Employed",118399," 11th",7,7859.7914706916,"0","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","0"
"31040",30,"Employed",178383," Some-college",10,6682.3438275605,"0","Married","repair"," Husband"," Black"," Male",0,0,70," United-States","0"
"31041",40,"Employed",170866," Assoc-acdm",12,6001.0740570724,"0","Married","farming"," Husband"," White"," Male",0,0,50," United-States","1"
"31044",22,"Employed",203894," Some-college",10,6816.8250601739,"0","Un_married","sales"," Own-child"," White"," Female",0,0,15," United-States","0"
"31045",25,"Employed",237065," Some-college",10,8885.2320536971,"0","Un_married","other"," Own-child"," Black"," Male",0,0,38," United-States","0"
"31046",51,"Gov",108435," Masters",14,5074.3394456804,"0","Married","specialty"," Husband"," White"," Male",0,0,80," United-States","1"
"31047",32,"Employed",93213," Assoc-acdm",12,5369.5835247636,"0","Married","inspector"," Husband"," White"," Male",0,0,62," United-States","0"
"31048",51,"Employed",231230," Bachelors",13,5922.7425884455,"0","Married","managerial"," Husband"," White"," Male",0,0,25," United-States","0"
"31049",42,"Employed",386175," Some-college",10,8940.3370870277,"0","Un_married","sales"," Not-in-family"," White"," Male",0,0,50," United-States","1"
"31050",39,"Employed",128392," HS-grad",9,5007.3446352035,"0","Married","inspector"," Husband"," White"," Male",0,1887,40," United-States","1"
"31051",24,"Employed",223515," HS-grad",9,5097.964271903,"0","Married","repair"," Husband"," White"," Male",0,0,45," United-States","0"
"31052",52,"Employed",208630," HS-grad",9,6572.1340375021,"0","Un_married","clerical"," Unmarried"," White"," Female",0,1741,38," United-States","0"
"31054",43,"Employed",174295," Masters",14,5083.6991798133,"0","Married","specialty"," Husband"," White"," Male",0,0,55," United-States","0"
"31055",31,"Employed",60229," HS-grad",9,5958.5605775937,"0","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","0"
"31056",28,"Employed",66095," HS-grad",9,8454.862575978,"0","Married","sales"," Husband"," White"," Male",0,0,40," United-States","0"
"31057",31,"Gov",130057," Masters",14,8416.1948245019,"0","Married","managerial"," Husband"," White"," Male",7688,0,60," United-States","1"
"31058",61,"Employed",179743," HS-grad",9,8147.7434299886,"0","Married","repair"," Husband"," White"," Male",0,2051,20," United-States","0"
"31059",26,"Employed",192022," Bachelors",13,8534.6504300833,"0","Un_married","specialty"," Own-child"," White"," Female",0,0,40," United-States","0"
"31060",46,"Employed",45288," Bachelors",13,6661.1679885536,"0","Un_married","other"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"31062",50,"Employed",99476," Masters",14,5856.826110743,"0","Un_married","specialty"," Not-in-family"," White"," Female",0,0,35," United-States","0"
"31063",23,"Employed",162228," Bachelors",13,6318.9840549603,"0","Un_married","sales"," Not-in-family"," White"," Male",0,0,48," United-States","0"
"31064",21,"Employed",211968," Some-college",10,8964.0910644084,"0","Un_married","sales"," Own-child"," White"," Female",0,1762,28," United-States","0"
"31065",46,"Employed",211226," Assoc-acdm",12,8739.5711326972,"0","Married","transport"," Husband"," Other"," Male",0,0,36," United-States","0"
"31066",38,"Employed",33397," HS-grad",9,5194.2543424666,"0","Un_married","sales"," Unmarried"," White"," Female",0,0,40," United-States","0"
"31067",53,"Employed",120839," 12th",8,6600.4323335365,"0","Un_married","farming"," Own-child"," White"," Male",0,0,40," United-States","0"
"31068",53,"Employed",36327," HS-grad",9,7072.6557532325,"0","Married","sales"," Husband"," White"," Male",0,0,40," United-States","1"
"31069",50,"Employed",139703," Some-college",10,8082.6003598049,"0","Married","repair"," Husband"," White"," Male",0,0,40," United-States","1"
"31070",26,"Employed",107827," HS-grad",9,5530.0952838734,"0","Un_married","other"," Unmarried"," White"," Male",0,0,25," United-States","0"
"31071",46,"Gov",140219," Masters",14,6538.9295313507,"0","Un_married","specialty"," Not-in-family"," White"," Female",8614,0,55," United-States","1"
"31072",44,"Gov",203761," Bachelors",13,5829.7042064369,"0","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","1"
"31073",36,"Gov",114719," Masters",14,5480.8475645259,"0","Married","specialty"," Husband"," White"," Male",0,0,50," United-States","1"
"31074",20,"Employed",344394," Some-college",10,8816.0290149972,"0","Un_married","other"," Not-in-family"," White"," Female",0,0,30," United-States","0"
"31075",35,"Employed",195516," 7th-8th",4,5039.7001514211,"0","Married","support"," Husband"," White"," Male",0,0,40," Mexico","0"
"31076",40,"Gov",31627," Bachelors",13,5414.7246042267,"0","Married","managerial"," Wife"," White"," Female",0,0,20," United-States","0"
"31077",70,"Employed",174032," HS-grad",9,7009.6030775458,"0","Married","sales"," Husband"," White"," Male",0,0,40," United-States","0"
"31114",37,"Employed",180342," Bachelors",13,5820.3905187547,"1","Un_married","sales"," Not-in-family"," White"," Male",0,0,45," United-States","0"
"31122",40,"Employed",111067," Bachelors",13,9416.0898849368,"1","Married","cleaner"," Husband"," White"," Male",0,0,80," United-States","1"
"31134",34,"Employed",272411," Bachelors",13,3313.7957062572,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"31147",26,"Employed",385278," HS-grad",9,8082.6003598049,"0","Married","managerial"," Husband"," Black"," Male",0,0,60," United-States","0"
"31148",44,"Gov",38434," Masters",14,5530.0952838734,"0","Un_married","specialty"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"31149",45,"Employed",111679," Some-college",10,6538.9295313507,"0","Un_married","repair"," Not-in-family"," White"," Male",0,0,30," United-States","0"
"31150",55,"Employed",168956," Some-college",10,5829.7042064369,"0","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"31151",20,"Employed",86143," Some-college",10,5480.8475645259,"0","Un_married","other"," Other-relative"," Asian-Pac-Islander"," Male",0,0,30," United-States","0"
"31152",48,"Employed",99835," Assoc-acdm",12,8816.0290149972,"0","Married","managerial"," Husband"," White"," Male",0,0,50," United-States","1"
"31153",33,"Employed",263561," HS-grad",9,5039.7001514211,"0","Un_married","repair"," Not-in-family"," White"," Male",0,0,60," United-States","0"
"31154",44,"Employed",118536," 9th",5,5414.7246042267,"0","Married","inspector"," Husband"," Black"," Male",0,0,40," United-States","0"
"31155",32,"Employed",209691," Bachelors",13,7009.6030775458,"0","Married","repair"," Husband"," White"," Male",0,0,50," Canada","0"
"31156",54,"Employed",123374," 7th-8th",4,7621.8488765881,"0","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"31157",40,"Employed",137225," Masters",14,7967.5203124061,"0","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"31158",29,"Employed",119359," HS-grad",9,8658.3432173356,"0","Married","specialty"," Wife"," Asian-Pac-Islander"," Female",0,0,10," China","1"
"31159",56,"Employed",134153," 10th",6,6243.3827575296,"0","Married","clerical"," Husband"," Black"," Male",0,0,40," United-States","0"
"31160",47,"Employed",121124," HS-grad",9,8225.9878385812,"0","Married","repair"," Husband"," White"," Male",0,0,40," United-States","1"
"31161",22,"Employed",147655," Some-college",10,6189.1117179766,"0","Un_married","support"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"31162",46,"Employed",165138," Some-college",10,6031.4533505589,"0","Married","transport"," Husband"," White"," Male",0,0,45," United-States","1"
"31163",24,"Gov",312017," Some-college",10,8982.8850543127,"0","Un_married","managerial"," Own-child"," White"," Male",0,0,40," United-States","0"
"31164",37,"Employed",272950," HS-grad",9,5064.037819393,"0","Un_married","repair"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"31165",49,"Employed",259323," HS-grad",9,8565.0597326458,"0","Un_married","repair"," Unmarried"," White"," Male",0,0,40," United-States","0"
"31166",44,"Gov",281739," Some-college",10,5486.020244658,"0","Un_married","clerical"," Not-in-family"," White"," Male",13550,0,50," United-States","1"
"31167",21,"Employed",119156," HS-grad",9,5129.5385407284,"0","Un_married","repair"," Own-child"," White"," Male",0,0,40," United-States","0"
"31168",55,"Employed",165881," HS-grad",9,7897.8690188378,"0","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"31169",23,"Gov",136075," Bachelors",13,7104.8493403941,"0","Un_married","specialty"," Not-in-family"," White"," Female",0,0,32," United-States","0"
"31170",50,"Employed",187465," 11th",7,8016.2649359554,"0","Un_married","sales"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"31171",44,"Employed",328561," Assoc-voc",11,5723.5610680655,"0","Married","clerical"," Other-relative"," White"," Female",0,0,20," United-States","0"
"31172",48,"Employed",350440," Some-college",10,7882.3426384479,"0","Married","repair"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," Cambodia","1"
"31173",38,"Employed",109133," Masters",14,5316.8852496892,"0","Married","managerial"," Husband"," White"," Male",0,0,70," United-States","1"
"31174",48,"Employed",109814," Prof-school",15,5150.9014908224,"0","Married","specialty"," Husband"," White"," Male",0,1977,45," United-States","1"
